                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3293,                 344.26,                 0.8147,                      0,                      0,                      0,                      0,                 1.0394,                    inf,                0.63672,               0.000325,               0.000325,               0.000325
                      2,                 1.5399,                 31.801,                0.82846,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00064938,             0.00064938,             0.00064938
                      3,                   1.84,                 8.1248,                 1.0589,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0009604,              0.0009604,              0.0009604
                      4,                 1.6872,                 3.7087,                0.92748,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0011757,              0.0011757,              0.0011757
                      5,                 2.4233,                 4.2284,                 1.2768,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.001151,               0.001151,               0.001151
                      6,                 1.6568,                  3.085,                 1.0183,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0011263,              0.0011263,              0.0011263
                      7,                 2.0338,                 3.6073,                 1.1493,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0011015,              0.0011015,              0.0011015
                      8,                 1.7956,                 3.2311,                 1.1328,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0010768,              0.0010768,              0.0010768
                      9,                 1.4259,                 2.4834,                0.61481,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.001052,               0.001052,               0.001052
                     10,                 2.1136,                 3.6286,                 1.1192,                      0,                      0,                      0,                      0,                 1.5063,                 2.4514,                0.57933,              0.0010273,              0.0010273,              0.0010273
                     11,                  2.306,                  3.796,                 1.1873,                      0,                      0,                      0,                      0,                 1.4247,                  2.518,                0.58081,              0.0010025,              0.0010025,              0.0010025
                     12,                 2.0211,                 3.8364,                 1.0402,                      0,                      0,                      0,                      0,                 1.7826,                 2.9286,                 0.6647,             0.00097775,             0.00097775,             0.00097775
                     13,                 2.1073,                 3.8303,                0.99659,                      0,                      0,                      0,                      0,                 1.7794,                 2.7891,                0.68063,               0.000953,               0.000953,               0.000953
                     14,                 1.3175,                 2.4027,                0.52863,                      0,                      0,                      0,                      0,                0.25316,                0.26693,                0.11171,             0.00092825,             0.00092825,             0.00092825
                     15,                  1.359,                  2.587,                 0.6071,                      0,                      0,                      0,                      0,                 1.3857,                 2.1391,                0.59624,              0.0009035,              0.0009035,              0.0009035
                     16,                 1.1863,                 2.2155,                0.50111,                      0,                      0,                      0,                      0,                 1.3329,                 2.2692,                0.60451,             0.00087875,             0.00087875,             0.00087875
                     17,                 1.7512,                 3.6154,                0.96668,                      0,                      0,                      0,                      0,                  1.694,                 3.0914,                0.65225,               0.000854,               0.000854,               0.000854
                     18,                 2.3612,                 4.0026,                 1.1283,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00082925,             0.00082925,             0.00082925
                     19,                 1.9697,                 3.6883,                0.95555,                      0,                      0,                      0,                      0,                  1.443,                 2.5337,                0.68304,              0.0008045,              0.0008045,              0.0008045
                     20,                 1.4626,                 2.5859,                0.78299,                      0,                      0,                      0,                      0,                 1.7268,                 2.8412,                0.67583,             0.00077975,             0.00077975,             0.00077975
                     21,                 2.2432,                 3.9392,                 1.1071,                      0,                      0,                      0,                      0,                 1.9347,                 2.9698,                0.70187,               0.000755,               0.000755,               0.000755
                     22,                   2.18,                 3.8377,                0.94091,                      0,                      0,                      0,                      0,                 1.4357,                 2.0574,                0.53609,             0.00073025,             0.00073025,             0.00073025
                     23,                 1.6636,                 3.1353,                0.84444,                      0,                      0,                      0,                      0,                 1.9406,                 3.1727,                0.65031,              0.0007055,              0.0007055,              0.0007055
                     24,                 1.7362,                 3.4672,                0.90367,                      0,                      0,                      0,                      0,                 1.1672,                 2.1919,                0.46763,             0.00068075,             0.00068075,             0.00068075
                     25,                 1.7182,                 3.0027,                0.79311,                      0,                      0,                      0,                      0,                 1.2082,                 2.5145,                0.61878,               0.000656,               0.000656,               0.000656
                     26,                  1.843,                 3.7845,                 0.9302,                      0,                      0,                      0,                      0,                 1.7799,                 2.8534,                0.75301,             0.00063125,             0.00063125,             0.00063125
                     27,                 1.3995,                 3.2154,                0.92738,                      0,                      0,                      0,                      0,                  1.832,                 3.0777,                0.66535,              0.0006065,              0.0006065,              0.0006065
                     28,                 1.8495,                 3.4164,                0.92655,                      0,                      0,                      0,                      0,                 1.8181,                   2.98,                0.66742,             0.00058175,             0.00058175,             0.00058175
                     29,                 1.4781,                 3.0243,                0.81478,                      0,                      0,                      0,                      0,                  1.872,                 3.0553,                0.67066,               0.000557,               0.000557,               0.000557
                     30,                 1.8418,                 3.3303,                0.92526,                      0,                      0,                      0,                      0,                 1.7525,                 2.6924,                0.68212,             0.00053225,             0.00053225,             0.00053225
                     31,                 1.2727,                 2.5521,                 0.6309,                      0,                      0,                      0,                      0,                 1.9596,                 2.9281,                0.71615,              0.0005075,              0.0005075,              0.0005075
                     32,                 1.6091,                 2.9923,                0.78203,                      0,                      0,                      0,                      0,                 1.8763,                 2.9495,                0.67311,             0.00048275,             0.00048275,             0.00048275
                     33,                 1.5923,                 3.2914,                0.93302,                      0,                      0,                      0,                      0,                 1.7425,                 2.7769,                0.68534,               0.000458,               0.000458,               0.000458
                     34,                  1.692,                 3.3036,                0.90397,                      0,                      0,                      0,                      0,                 1.6612,                 3.1198,                0.63127,             0.00043325,             0.00043325,             0.00043325
                     35,                 1.6951,                 3.4271,                0.96217,                      0,                      0,                      0,                      0,                 1.7292,                 3.0413,                0.65265,              0.0004085,              0.0004085,              0.0004085
                     36,                 1.3772,                 3.0461,                0.87044,                      0,                      0,                      0,                      0,                 1.6128,                 2.8506,                0.63891,             0.00038375,             0.00038375,             0.00038375
                     37,                 1.0896,                 2.0177,                0.57523,                      0,                      0,                      0,                      0,                 1.8166,                 3.4117,                0.65522,               0.000359,               0.000359,               0.000359
                     38,                 1.2995,                 2.9238,                0.72762,                      0,                      0,                      0,                      0,                 1.8619,                 3.4481,                0.64446,             0.00033425,             0.00033425,             0.00033425
                     39,                 1.6434,                 3.3509,                0.95057,                0.01316,                    0.1,                 0.0297,                0.00891,                 1.4666,                 2.6818,                 0.6307,              0.0003095,              0.0003095,              0.0003095
                     40,                 1.5697,                 2.6466,                0.89547,                0.01852,                    0.1,                0.05625,                0.00562,                 1.3221,                 2.0842,                0.61784,             0.00028475,             0.00028475,             0.00028475
                     41,                0.99781,                 1.9934,                0.54597,                0.01852,                    0.1,                0.05625,                0.00562,                 1.2252,                 2.0656,                0.59348,                0.00026,                0.00026,                0.00026
                     42,                 1.1622,                 2.6891,                0.70341,                0.01852,                    0.1,                0.05625,                0.00562,                  1.566,                 2.5059,                0.75283,             0.00023525,             0.00023525,             0.00023525
                     43,                 1.1747,                 2.2562,                0.67299,                0.01852,                    0.1,                0.05625,                0.00562,                 1.8689,                  3.129,                0.74958,              0.0002105,              0.0002105,              0.0002105
                     44,                0.85934,                 1.5002,                0.44797,                0.01852,                    0.1,                0.05625,                0.00562,                 1.8771,                 3.0101,                0.81807,             0.00018575,             0.00018575,             0.00018575
                     45,                 1.0849,                 2.0461,                0.59832,                0.05556,                    0.1,                   0.12,                  0.084,                 1.8237,                 3.3604,                0.63498,               0.000161,               0.000161,               0.000161
                     46,                0.86175,                 1.6147,                0.43787,                0.05556,                    0.1,                   0.12,                  0.084,                 1.6843,                 3.0895,                0.65119,             0.00013625,             0.00013625,             0.00013625
                     47,                0.94961,                 1.7847,                 0.5145,                0.05556,                    0.1,                   0.12,                  0.084,                 1.6775,                 3.0873,                 0.6253,              0.0001115,              0.0001115,              0.0001115
                     48,                0.99787,                  2.102,                 0.5946,                0.05556,                    0.1,                   0.12,                  0.084,                 1.4951,                 2.9712,                0.62123,              8.675e-05,              8.675e-05,              8.675e-05
                     49,                 1.1488,                 2.2754,                0.68426,                0.05556,                    0.1,                   0.12,                  0.084,                 1.4816,                 2.7654,                0.62286,                6.2e-05,                6.2e-05,                6.2e-05
                     50,                 1.1428,                 2.2786,                0.68262,                0.05556,                    0.1,                   0.12,                  0.084,                 1.6605,                 2.8667,                0.68976,              3.725e-05,              3.725e-05,              3.725e-05
