                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                  2.556,                 13.765,                 1.4968,                0.52625,                 0.0339,                0.00998,                0.00568,                      0,                    inf,                      0,                 0.0792,                 0.0052,                 0.0052
                      1,                 2.1592,                 3.4042,                 1.2177,                0.87661,                0.07829,                0.06987,                0.03796,                      0,                    inf,                      0,                0.05739,                0.01039,                0.01039
                      2,                  2.282,                 2.9945,                 1.1917,                0.51999,                0.01111,                0.01382,                0.00397,                      0,                    inf,                      0,               0.035366,               0.015366,               0.015366
                      3,                 2.4036,                 3.6815,                 1.2755,                0.51999,                0.01111,                0.01382,                0.00397,                      0,                    inf,                      0,               0.018812,               0.018812,               0.018812
                      4,                   2.45,                 3.5401,                 1.2834,                0.73571,                0.05556,                0.07465,                0.03226,                      0,                    inf,                      0,               0.018812,               0.018812,               0.018812
                      5,                 2.4626,                 2.8709,                 1.2907,                0.00011,                0.03362,                  8e-05,                  3e-05,                      0,                    inf,                      0,               0.018416,               0.018416,               0.018416
                      6,                 2.3933,                 2.6788,                 1.2799,                0.35118,                0.11775,                0.08929,                 0.0291,                      0,                    inf,                      0,                0.01802,                0.01802,                0.01802
                      7,                 2.2559,                 2.3903,                 1.2196,                0.77955,                0.11071,                0.10517,                0.05888,                      0,                    inf,                      0,               0.017624,               0.017624,               0.017624
                      8,                 2.2781,                  2.412,                 1.2429,                0.87636,                 0.1444,                0.15717,                0.07142,                      0,                    inf,                      0,               0.017228,               0.017228,               0.017228
                      9,                 2.0544,                 2.2714,                 1.1559,                0.00038,                0.00979,                0.00023,                 0.0001,                      0,                    inf,                      0,               0.016832,               0.016832,               0.016832
                     10,                 2.1054,                 1.9465,                  1.161,                 0.5176,                0.26799,                0.21298,                0.07354,                      0,                    inf,                      0,               0.016436,               0.016436,               0.016436
                     11,                 1.9763,                 1.8081,                 1.1328,                0.31717,                0.27921,                0.29728,                0.13346,                      0,                    inf,                      0,                0.01604,                0.01604,                0.01604
                     12,                 2.0295,                  1.816,                 1.1457,                 0.4838,                0.16369,                0.19571,                0.10011,                      0,                    inf,                      0,               0.015644,               0.015644,               0.015644
                     13,                 1.9912,                 1.7083,                 1.1266,                0.40747,                0.40489,                0.41637,                0.17205,                      0,                    inf,                      0,               0.015248,               0.015248,               0.015248
                     14,                 1.8943,                 1.7648,                 1.1321,                0.63988,                0.30821,                0.40076,                0.17787,                      0,                    inf,                      0,               0.014852,               0.014852,               0.014852
                     15,                 1.8422,                 1.5208,                 1.1184,                0.33515,                0.40174,                0.40696,                0.18597,                      0,                    inf,                      0,               0.014456,               0.014456,               0.014456
                     16,                 1.7955,                 1.4492,                 1.0865,                0.51186,                 0.4426,                0.48542,                0.23817,                      0,                    inf,                      0,                0.01406,                0.01406,                0.01406
                     17,                 1.7131,                 1.4432,                 1.0639,                0.48716,                0.14768,                0.28344,                0.13228,                      0,                    inf,                      0,               0.013664,               0.013664,               0.013664
                     18,                 1.7842,                 1.3993,                 1.0644,                0.76328,                0.41678,                0.52016,                 0.2683,                      0,                    inf,                      0,               0.013268,               0.013268,               0.013268
                     19,                 1.7616,                 1.3489,                 1.0624,                 0.8211,                0.28309,                0.33425,                0.17002,                      0,                    inf,                      0,               0.012872,               0.012872,               0.012872
                     20,                 1.6882,                 1.3057,                 1.0499,                0.76061,                0.48005,                0.52566,                0.27509,                      0,                    inf,                      0,               0.012476,               0.012476,               0.012476
                     21,                 1.7145,                   1.37,                 1.0448,                0.48826,                0.42167,                0.43387,                0.19504,                      0,                    inf,                      0,                0.01208,                0.01208,                0.01208
                     22,                 1.6979,                 1.2702,                 1.0791,                0.51839,                0.43651,                0.42656,                 0.2064,                      0,                    inf,                      0,               0.011684,               0.011684,               0.011684
                     23,                 1.6622,                 1.2413,                 1.0506,                0.53842,                 0.5595,                0.53589,                0.27618,                      0,                    inf,                      0,               0.011288,               0.011288,               0.011288
                     24,                 1.6547,                  1.155,                 1.0568,                 0.7817,                0.59561,                0.65119,                0.33829,                      0,                    inf,                      0,               0.010892,               0.010892,               0.010892
                     25,                 1.5959,                 1.1348,                 1.0332,                0.66379,                 0.4808,                0.52261,                0.24842,                      0,                    inf,                      0,               0.010496,               0.010496,               0.010496
                     26,                 1.5748,                 1.0626,                0.99325,                0.52368,                0.40358,                0.44518,                0.20958,                      0,                    inf,                      0,                 0.0101,                 0.0101,                 0.0101
                     27,                 1.5781,                 1.1006,                 1.0374,                 0.5259,                  0.425,                0.40986,                0.15298,                      0,                    inf,                      0,               0.009704,               0.009704,               0.009704
                     28,                 1.5256,                 1.0613,                 1.0135,                0.65597,                0.64333,                0.66708,                0.32799,                      0,                    inf,                      0,               0.009308,               0.009308,               0.009308
                     29,                  1.527,                  1.037,                 1.0028,                0.85219,                0.39701,                 0.4472,                0.24735,                      0,                    inf,                      0,               0.008912,               0.008912,               0.008912
                     30,                 1.5146,                0.98871,                 1.0208,                0.69162,                0.56787,                0.67533,                0.35021,                      0,                    inf,                      0,               0.008516,               0.008516,               0.008516
                     31,                 1.5248,                 1.0135,                 1.0106,                0.59489,                0.28028,                0.32782,                0.18763,                      0,                    inf,                      0,                0.00812,                0.00812,                0.00812
                     32,                 1.4479,                0.97281,                0.98058,                 0.7489,                 0.3788,                0.52965,                0.30949,                      0,                    inf,                      0,               0.007724,               0.007724,               0.007724
                     33,                  1.415,                0.91948,                0.96734,                0.70827,                0.62011,                0.69617,                0.39723,                      0,                    inf,                      0,               0.007328,               0.007328,               0.007328
                     34,                 1.4495,                0.89422,                0.98552,                0.74042,                0.65385,                0.67458,                0.37454,                      0,                    inf,                      0,               0.006932,               0.006932,               0.006932
                     35,                 1.3643,                0.84593,                0.96026,                0.65318,                0.32558,                 0.5024,                0.28923,                      0,                    inf,                      0,               0.006536,               0.006536,               0.006536
                     36,                 1.3889,                 0.8605,                 0.9676,                 0.8843,                0.61624,                0.71677,                0.42029,                      0,                    inf,                      0,                0.00614,                0.00614,                0.00614
                     37,                 1.3445,                0.86551,                 0.9589,                0.74006,                0.59175,                0.66539,                0.39105,                      0,                    inf,                      0,               0.005744,               0.005744,               0.005744
                     38,                 1.3208,                0.80637,                0.94272,                0.85851,                 0.6099,                0.71911,                0.38011,                      0,                    inf,                      0,               0.005348,               0.005348,               0.005348
                     39,                 1.3231,                0.81375,                0.96085,                0.85628,                0.49936,                0.63971,                0.34461,                      0,                    inf,                      0,               0.004952,               0.004952,               0.004952
