                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     40,                 2.3681,                 4.7848,                 1.2191,                 0.0625,                    0.1,                0.05781,                0.03469,                 1.2912,                 2.9109,                0.61261,              0.0006065,              0.0006065,              0.0006065
                     41,                 1.7064,                 3.5004,                0.92148,                 0.0625,                    0.1,                0.05781,                0.03469,                 1.2991,                 2.9325,                0.59098,                0.00059,                0.00059,                0.00059
                     42,                 1.3849,                 2.6285,                0.65807,                 0.0625,                    0.1,                0.05781,                0.03469,                 1.7222,                 3.6107,                0.68702,              0.0005735,              0.0005735,              0.0005735
                     43,                 1.3285,                 2.8999,                0.78969,                 0.0625,                    0.1,                0.05781,                0.03469,                 1.8796,                  3.241,                0.79209,               0.000557,               0.000557,               0.000557
                     44,                 1.4172,                 3.3862,                0.81035,                 0.0625,                    0.1,                0.05781,                0.03469,                 1.5485,                 3.1998,                0.69889,              0.0005405,              0.0005405,              0.0005405
                     45,                 1.9547,                 4.0583,                 1.1002,                0.05556,                    0.1,                0.07125,                0.04988,                 1.4512,                 2.6633,                0.71579,               0.000524,               0.000524,               0.000524
                     46,                 1.5573,                 3.2542,                0.97831,                0.05556,                    0.1,                0.07125,                0.04988,                 1.3476,                  2.838,                0.63469,              0.0005075,              0.0005075,              0.0005075
                     47,                 1.5351,                 2.5002,                 0.7334,                0.05556,                    0.1,                0.07125,                0.04988,                 1.5493,                 3.5073,                0.67162,               0.000491,               0.000491,               0.000491
                     48,                  1.955,                 3.4164,                0.87807,                0.05556,                    0.1,                0.07125,                0.04988,                 1.8177,                 3.1631,                0.76586,              0.0004745,              0.0004745,              0.0004745
                     49,                 1.5548,                 3.0497,                0.92323,                0.05556,                    0.1,                0.07125,                0.04988,                 1.9064,                 3.8998,                0.71055,               0.000458,               0.000458,               0.000458
                     50,                 1.2508,                 2.6856,                0.75775,                0.05556,                    0.1,                0.07125,                0.04988,                  1.723,                 3.2746,                0.72646,              0.0004415,              0.0004415,              0.0004415
                     51,                 1.4039,                 3.1954,                0.81295,                0.05556,                    0.1,                0.07125,                0.04988,                  1.465,                 3.1638,                0.67125,               0.000425,               0.000425,               0.000425
                     52,                 1.9043,                  3.466,                 1.0166,                0.00943,                    0.1,                0.10132,                0.04053,                 1.5692,                 2.5514,                  0.681,              0.0004085,              0.0004085,              0.0004085
                     53,                 1.6964,                 2.7736,                0.93925,                0.00943,                    0.1,                0.10132,                0.04053,                 1.5997,                 2.9832,                0.76459,               0.000392,               0.000392,               0.000392
                     54,                 1.9622,                 3.4093,                0.96962,                0.00943,                    0.1,                0.10132,                0.04053,                 1.4587,                 3.3474,                0.65893,              0.0003755,              0.0003755,              0.0003755
                     55,                 1.1206,                 2.2009,                0.68391,                0.00943,                    0.1,                0.10132,                0.04053,                 1.4163,                 3.4722,                0.64247,               0.000359,               0.000359,               0.000359
                     56,                 1.6824,                 3.1031,                0.87914,                0.00943,                    0.1,                0.10132,                0.04053,                 1.4582,                 3.4839,                0.63655,              0.0003425,              0.0003425,              0.0003425
                     57,                 2.0664,                 3.6487,                 1.1615,                0.01923,                    0.1,                0.04029,                 0.0282,                 1.1638,                 3.0443,                0.61682,               0.000326,               0.000326,               0.000326
                     58,                 1.4857,                 3.0344,                0.88952,                0.04634,                    0.1,                0.10118,                0.06071,                 1.5747,                 2.6789,                0.76036,              0.0003095,              0.0003095,              0.0003095
                     59,                 1.3522,                 2.6709,                0.78735,                0.07143,                    0.1,                0.12643,                0.05057,                 1.4621,                  2.821,                0.64339,               0.000293,               0.000293,               0.000293
                     60,                 1.5443,                 2.5293,                 1.0131,                0.03846,                    0.1,                0.04808,                0.01442,                 1.6627,                 3.2548,                0.69903,              0.0002765,              0.0002765,              0.0002765
                     61,                 1.7285,                 2.8143,                 1.0031,                0.08333,                    0.1,                   0.05,                   0.01,                 1.5426,                 3.2269,                0.68609,                0.00026,                0.00026,                0.00026
                     62,                 1.4435,                 2.3119,                0.88743,                  0.125,                    0.1,                0.14813,                0.02963,                 1.5905,                 3.4069,                0.68713,              0.0002435,              0.0002435,              0.0002435
                     63,                 1.1569,                  2.149,                0.81754,                0.08333,                    0.1,                0.13125,                 0.0525,                 1.5346,                 3.2073,                0.65082,               0.000227,               0.000227,               0.000227
                     64,                 1.2376,                 2.4086,                0.78131,                0.04167,                    0.1,                0.11437,                0.04575,                 1.4816,                 2.9735,                0.64091,              0.0002105,              0.0002105,              0.0002105
                     65,                 1.4089,                 2.1126,                0.77275,                0.08333,                    0.1,                0.13125,                0.05588,                 1.3493,                 2.9496,                 0.6285,               0.000194,               0.000194,               0.000194
                     66,                  1.313,                 2.2566,                 0.6934,                  0.125,                    0.1,                0.14813,                 0.0495,                 1.4358,                 2.8981,                0.63044,              0.0001775,              0.0001775,              0.0001775
                     67,                0.99556,                  1.956,                0.57948,                0.16667,                    0.1,                  0.165,                0.06788,                 1.4385,                 2.9279,                0.63568,               0.000161,               0.000161,               0.000161
                     68,                0.89838,                 2.2981,                0.62314,                0.16667,                    0.1,                  0.165,                 0.0825,                 1.2577,                 2.9768,                0.60367,              0.0001445,              0.0001445,              0.0001445
                     69,                 1.1676,                 2.7569,                0.77111,                0.16667,                    0.1,                  0.165,                 0.0825,                  1.316,                 3.2423,                0.62884,               0.000128,               0.000128,               0.000128
                     70,                 1.0522,                 2.1974,                0.73781,                  0.125,                    0.1,                0.14813,                0.07406,                 1.4313,                  3.057,                0.64008,              0.0001115,              0.0001115,              0.0001115
                     71,                 1.2406,                 2.0379,                0.81758,                0.07143,                    0.1,                0.12643,                0.06321,                 1.4393,                 2.9799,                0.64425,                9.5e-05,                9.5e-05,                9.5e-05
                     72,                 1.4724,                 2.7036,                0.87451,                0.08333,                    0.1,                0.13125,                0.06563,                 1.3758,                 2.8918,                0.63826,               7.85e-05,               7.85e-05,               7.85e-05
                     73,                 1.1666,                 2.0665,                0.72412,                0.07143,                    0.1,                0.12643,                0.05346,                 1.3274,                 2.9174,                 0.6295,                6.2e-05,                6.2e-05,                6.2e-05
                     74,                 1.1653,                 1.8623,                0.74912,                0.18864,                    0.1,                0.11437,                0.05719,                 1.3177,                 2.8783,                   0.63,               4.55e-05,               4.55e-05,               4.55e-05
                     75,                 1.0681,                 2.0653,                0.74519,                0.67182,                    0.1,                0.11437,                0.05719,                 1.3092,                 2.8905,                0.62632,                2.9e-05,                2.9e-05,                2.9e-05
