                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                   1.36,                0.89534,                0.95212,                0.74211,                 0.5132,                0.60188,                 0.3559,                  1.713,                 1.5145,                 1.1989,               0.000689,               0.000689,               0.000689
                     36,                 1.3231,                0.85329,                0.94894,                0.77003,                0.55665,                0.60284,                0.33239,                 1.8235,                 1.5193,                 1.2252,              0.0006725,              0.0006725,              0.0006725
                     37,                 1.3038,                0.83236,                0.94492,                0.69871,                0.57331,                0.60359,                0.35817,                 1.6738,                 1.4902,                 1.1913,               0.000656,               0.000656,               0.000656
                     38,                 1.2767,                0.77566,                0.93445,                0.62332,                 0.5772,                0.60793,                0.37102,                 1.7074,                 1.5807,                 1.2079,              0.0006395,              0.0006395,              0.0006395
                     39,                 1.3078,                0.81325,                0.95027,                0.78473,                0.59595,                0.66875,                0.39362,                 1.7122,                 1.7264,                 1.1883,               0.000623,               0.000623,               0.000623
                     40,                 1.2902,                0.75724,                0.93672,                0.68687,                0.42833,                0.53302,                  0.307,                 1.8016,                 2.0104,                 1.2128,              0.0006065,              0.0006065,              0.0006065
                     41,                 1.2117,                0.70647,                0.91258,                0.68568,                0.60712,                0.67147,                0.41016,                  1.706,                 1.4798,                 1.1994,                0.00059,                0.00059,                0.00059
                     42,                 1.2856,                0.78108,                 0.9307,                0.70839,                0.52462,                0.60058,                0.35635,                 1.8113,                 1.6438,                 1.2141,              0.0005735,              0.0005735,              0.0005735
                     43,                 1.2233,                0.72057,                0.90924,                0.86887,                0.57408,                0.64114,                0.36046,                 1.7205,                 1.5794,                 1.2074,               0.000557,               0.000557,               0.000557
                     44,                 1.2249,                0.73615,                0.91003,                0.78368,                0.59191,                0.65921,                0.37516,                 1.7383,                 1.5233,                 1.2204,              0.0005405,              0.0005405,              0.0005405
                     45,                 1.1834,                0.69398,                0.91598,                0.76094,                0.65385,                0.66886,                0.39023,                 1.6794,                 1.4735,                 1.1957,               0.000524,               0.000524,               0.000524
                     46,                 1.2033,                0.67568,                0.90113,                0.76206,                0.60311,                0.66684,                0.38512,                 1.7316,                 1.6832,                 1.2101,              0.0005075,              0.0005075,              0.0005075
                     47,                 1.2097,                0.69187,                0.91587,                0.81086,                0.59231,                0.67977,                0.40579,                  1.679,                 1.6273,                 1.2142,               0.000491,               0.000491,               0.000491
                     48,                 1.1555,                0.67891,                0.91655,                0.71648,                0.54243,                0.65781,                0.40125,                 1.7013,                 1.5973,                 1.1883,              0.0004745,              0.0004745,              0.0004745
                     49,                 1.1648,                0.66719,                0.90808,                0.79045,                0.58688,                0.65276,                0.39554,                 1.6898,                 1.4224,                 1.2215,               0.000458,               0.000458,               0.000458
                     50,                 1.1868,                0.66453,                0.90553,                0.79853,                0.58595,                0.68651,                0.39587,                 1.7705,                 1.6231,                 1.2096,              0.0004415,              0.0004415,              0.0004415
                     51,                 1.1702,                0.66877,                0.92281,                0.78913,                0.65456,                0.70651,                0.41373,                 1.7108,                 1.5399,                 1.1941,               0.000425,               0.000425,               0.000425
                     52,                 1.1009,                0.61985,                0.89787,                0.73863,                0.62949,                0.66896,                 0.3959,                 1.7579,                 1.5172,                  1.234,              0.0004085,              0.0004085,              0.0004085
                     53,                 1.0601,                0.61361,                0.90063,                0.78288,                0.59616,                 0.6634,                0.38743,                 1.7788,                 1.6975,                 1.2452,               0.000392,               0.000392,               0.000392
                     54,                 1.0841,                0.60305,                0.89903,                0.85306,                0.58229,                0.69518,                  0.406,                 1.6904,                 1.4664,                 1.1865,              0.0003755,              0.0003755,              0.0003755
                     55,                 1.0585,                0.58341,                 0.8997,                0.80107,                0.64612,                0.70701,                0.43045,                 1.7212,                  1.622,                 1.2134,               0.000359,               0.000359,               0.000359
                     56,                 1.1026,                0.61437,                0.88921,                0.77426,                0.64998,                0.71522,                0.42898,                 1.6316,                 1.4201,                 1.1855,              0.0003425,              0.0003425,              0.0003425
                     57,                 1.0345,                0.56772,                0.89064,                0.79236,                0.66841,                0.71134,                0.42749,                 1.6035,                 1.3478,                 1.1615,               0.000326,               0.000326,               0.000326
